ACCIDENT_NO,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN
T20120011656,1,2,80,5,3,1,1,1
T20120011655,1,3,60,5,2,1,0,0
T20120011648,1,3,70,5,0,1,1,1
T20120011646,1,2,70,5,0,1,1,1
T20120011643,1,3,60,2,1,1,1,1
T20120011626,3,2,50,2,0,1,0,0
T20120011625,3,3,60,1,1,1,1,1
T20120011742,1,3,50,5,1,1,1,1
T20120011708,5,3,100,5,0,1,1,1
T20120011719,5,1,50,5,0,1,1,0
T20120011716,3,2,50,5,1,1,1,1
T20120011712,3,3,50,1,1,1,1,1
T20120011710,3,3,60,2,0,1,1,1
T20120011709,4,3,50,5,1,1,1,1
T20120011706,1,3,100,5,2,1,1,1
T20120011704,3,2,80,4,3,1,1,1
T20120011703,0,3,50,1,1,1,1,1
T20120011701,3,3,80,5,1,1,1,0
T20120013252,2,3,70,1,1,1,1,1
T20120013113,1,3,80,1,1,1,1,1
T20120012416,2,3,70,1,2,1,1,1
T20120012821,1,2,60,2,2,1,1,0
T20130006366,1,3,80,1,1,1,1,0
T20120011788,5,2,60,5,0,1,1,0
T20120011784,3,1,60,5,0,1,1,1
T20120011781,3,3,60,1,3,1,1,0
T20120011778,5,2,80,2,4,1,1,1
T20120011777,3,3,100,5,1,1,1,1
T20120012420,1,3,50,1,1,1,1,0
T20120011815,1,3,60,4,2,1,1,1
T20120011888,3,2,50,1,1,1,1,0
T20120011877,1,3,50,1,1,1,0,0
T20120011774,3,3,60,2,1,1,1,1
T20120011770,4,2,80,5,1,1,0,0
T20120011750,1,2,70,5,0,1,0,0
T20120011747,1,3,50,2,1,1,1,0
T20120011743,1,2,50,2,1,1,1,1
T20120011961,1,2,50,2,0,1,1,0
T20120011768,3,2,60,2,0,1,1,1
T20120011727,3,2,60,2,0,1,1,1
T20120011723,3,3,70,2,0,1,1,1
T20120011767,3,3,80,1,2,1,1,1
T20120011717,5,3,80,5,0,1,1,0
T20120011766,3,3,60,2,1,1,1,0
T20120011762,1,3,70,1,2,1,1,0
T20120011755,1,2,50,5,0,1,1,1
T20120012645,4,3,50,1,1,1,1,1
T20120011740,1,3,60,2,0,1,1,1
T20120013552,1,3,100,5,0,1,1,0
T20120012091,1,3,50,1,1,1,1,0
T20120013542,3,2,80,1,1,1,1,0
T20120015111,1,3,70,2,1,1,1,1
T20120023846,2,3,100,5,0,1,1,1
T20120012080,1,3,100,5,0,1,1,0
T20120011776,5,3,50,2,1,1,1,1
T20120012053,1,2,80,5,0,1,1,1
T20120011753,1,2,100,5,0,1,1,1
T20120011828,3,3,100,5,0,1,1,1
T20120011830,5,3,100,2,0,1,0,0
T20120011967,5,3,100,5,0,1,1,1
T20120011837,3,3,50,1,1,1,1,0
T20120011863,5,2,50,5,2,1,1,1
T20120015198,1,2,50,2,0,1,1,1
T20120011793,5,2,70,5,0,1,1,1
T20120011838,1,2,60,2,0,1,1,1
T20120012594,1,3,50,5,1,1,1,1
T20120012859,1,3,100,5,1,1,1,0
T20120014897,1,3,60,5,1,1,1,0
T20120012038,1,3,60,5,1,1,1,1
T20120011989,1,3,60,1,1,1,1,1
T20120011981,1,3,70,2,0,1,0,0
T20120011807,1,2,80,2,2,1,1,0
T20120011808,1,3,50,5,1,1,1,0
T20120014250,1,3,50,1,0,1,1,1
T20120011809,1,2,60,2,2,1,1,1
T20120011811,1,2,60,1,1,1,1,1
T20120011812,1,2,70,1,1,1,1,1
T20120011813,1,3,80,1,4,1,1,1
T20120011814,1,3,40,1,1,1,1,1
T20120011792,5,2,80,5,0,1,1,0
T20120011817,1,2,60,1,1,1,1,1
T20120011823,1,3,50,1,2,1,1,1
T20120011824,1,3,80,5,5,1,1,1
T20120011980,3,3,50,1,1,1,1,1
T20120011791,3,3,50,5,0,1,1,0
T20120011847,1,2,60,2,1,1,1,0
T20120011849,1,3,80,2,1,1,1,1
T20120012139,1,3,60,1,2,1,1,1
T20120013733,1,3,40,2,1,1,1,1
T20120012151,1,3,60,5,1,1,1,1
T20120011885,5,2,90,5,1,1,1,0
T20120011806,1,3,60,5,2,1,1,1
T20120011804,1,2,30,2,1,1,1,1
T20120011803,1,3,50,1,1,1,1,1
T20120011802,1,2,60,2,2,1,0,0
T20120011789,3,1,60,5,1,1,1,1
T20120011801,1,3,60,2,1,1,1,0
T20120011800,1,2,100,1,0,1,0,0
T20120011797,1,3,80,5,1,1,1,1
T20120011794,5,2,100,5,0,1,1,1
T20120012194,5,3,50,5,0,1,1,1
T20120013636,5,3,100,5,0,1,1,0
T20120014154,2,3,70,2,2,1,1,1
T20120016919,1,2,40,5,1,1,1,1
T20120012618,1,3,50,5,0,1,1,1
T20120011869,1,2,60,5,1,1,1,1
T20120011870,1,3,60,5,2,1,1,1
T20120011871,1,3,50,5,1,1,1,1
T20120011875,1,2,50,2,0,1,1,1
T20120011878,1,3,60,2,1,1,1,1
T20120011880,1,2,60,1,0,1,1,1
T20120011881,1,3,50,1,1,1,1,1
T20120011882,1,3,70,5,3,1,1,0
T20120011883,1,3,60,5,1,1,1,0
T20120011884,1,2,100,5,0,1,1,1
T20120011889,1,3,50,5,0,1,1,0
T20120011893,1,3,80,5,1,1,1,1
T20120011897,1,3,60,5,2,1,0,0
T20120011898,1,2,60,2,0,1,0,0
T20120011900,1,3,100,5,0,1,1,1
T20120011901,1,3,70,5,1,1,1,1
T20120011903,1,3,80,2,0,1,1,1
T20120011904,1,1,80,5,0,1,1,1
T20120011905,1,3,70,2,1,1,1,0
T20120011906,1,3,40,5,1,1,1,1
T20120013816,1,3,100,5,0,1,1,0
T20120011862,1,3,50,2,1,1,1,0
T20120011860,1,3,50,5,1,1,1,1
T20120011859,3,3,50,5,6,1,1,1
T20120011914,1,3,60,5,2,1,1,1
T20120011915,1,2,60,1,1,1,1,1
T20120011917,3,3,60,5,0,1,1,0
T20120011927,3,3,60,1,3,1,1,1
T20120011933,3,3,50,1,1,1,1,1
T20120011846,5,2,100,5,0,1,1,1
T20120011842,3,3,50,1,1,1,1,1
T20120011841,4,2,80,5,1,1,1,1
T20120015516,1,3,50,2,1,1,0,0
T20120012014,1,3,60,5,5,1,1,1
T20120012017,3,3,60,5,3,1,1,1
T20120012020,3,1,70,1,1,1,1,1
T20120012023,1,2,70,1,2,1,1,1
T20120012040,1,3,100,1,0,1,0,0
T20120012099,1,3,100,2,0,1,1,0
T20120012154,2,2,60,2,1,1,0,0
T20120012166,1,3,60,1,0,1,1,1
T20120011988,3,3,70,1,1,1,1,0
T20120012037,2,3,40,2,1,1,0,0
T20120012009,3,3,60,5,0,1,1,1
T20120012016,1,3,60,5,1,1,1,1
T20120012075,1,3,100,5,0,1,0,0
T20120012066,3,2,60,1,1,1,1,1
T20120012006,3,3,50,5,0,1,1,1
T20120011994,3,3,60,1,2,1,1,1
T20120011991,3,3,50,1,0,1,1,1
T20120011959,1,2,70,1,1,1,1,1
T20120011952,1,3,80,2,1,1,1,1
T20120011939,1,3,60,1,2,1,1,1
T20120011987,1,3,60,1,4,1,1,0
T20120011985,1,3,60,1,0,1,1,0
T20120011978,1,2,100,5,0,1,1,1
T20120011975,1,3,50,1,4,1,1,1
T20120011972,1,3,70,1,2,1,1,1
T20120011958,1,2,100,1,1,1,1,1
T20120011957,1,2,100,5,0,1,1,1
T20120011955,1,3,60,5,1,1,1,1
T20120011936,1,2,60,5,1,1,1,1
T20120018630,1,3,70,5,0,1,1,0
T20120011951,1,2,70,5,1,1,1,0
T20120011934,2,3,80,5,0,1,1,0
T20120013002,1,3,60,2,1,1,1,0
T20120013291,1,3,80,5,1,1,1,1
T20120012457,5,2,100,5,0,1,1,1
T20120011947,1,3,40,1,1,1,1,0
T20120011931,3,2,70,1,1,1,1,1
T20120023928,0,3,50,2,1,1,1,0
T20120012741,1,3,50,5,2,1,1,1
T20120013219,1,3,80,1,1,1,1,0
T20120011946,1,2,60,2,4,1,1,0
T20120012148,1,2,60,2,0,1,1,1
T20120013167,0,3,60,5,1,1,1,1
T20120011944,1,2,60,5,1,1,1,1
T20120011969,1,2,100,2,2,1,1,1
T20120012041,1,3,60,1,2,1,1,1
T20120012792,1,2,60,5,0,1,1,1
T20120012013,3,3,80,1,1,1,1,1
T20120012121,3,3,50,1,1,1,1,0
T20120012117,3,3,50,5,2,1,1,1
T20120012116,3,2,40,1,1,1,1,1
T20120012108,3,3,50,1,0,1,1,1
T20120012103,5,2,80,5,1,1,1,0
T20120014009,1,3,60,5,1,1,1,0
T20120012122,3,3,70,5,2,1,1,0
T20120012107,3,3,80,5,0,1,1,0
T20120012104,1,2,60,1,1,1,1,1
T20120012102,3,3,60,2,2,1,1,0
T20120012101,5,2,60,2,0,1,1,0
T20120012098,1,2,60,5,0,1,1,0
T20120012095,1,3,60,1,1,1,1,1
T20120012094,3,3,70,5,1,1,1,1
T20120012090,2,2,60,2,2,1,1,1
T20120012089,1,3,70,5,0,1,1,0
T20120012082,1,2,110,5,0,1,1,0
T20120012212,3,2,50,5,0,1,1,1
T20120023198,5,2,100,5,1,1,1,1
T20120012076,1,2,70,1,2,1,0,0
T20120012079,1,2,100,2,9,1,1,1
T20120017588,1,3,60,5,1,1,1,0
T20120012064,1,3,80,1,1,1,1,0
T20120012174,3,3,80,5,1,1,1,0
T20120013319,3,2,40,2,1,1,1,1
T20120014067,1,3,60,1,1,1,1,1
T20120012167,4,3,80,5,1,1,1,1
T20120012153,3,3,80,5,0,1,1,1
T20130017237,1,3,70,4,1,1,1,0
T20120012063,1,3,70,2,0,1,1,1
T20120012096,1,3,100,2,0,1,1,1
T20120012133,3,3,80,5,1,1,1,1
T20120012131,1,3,100,5,0,1,1,1
T20120012062,1,2,100,5,0,1,1,1
T20120012043,1,3,60,5,1,1,1,1
T20120012127,3,2,50,2,1,1,1,1
T20120012126,3,2,70,2,1,1,1,1
T20120012055,1,2,60,5,1,1,1,1
T20120012868,1,3,60,5,1,1,1,1
T20120012027,1,2,50,2,1,1,1,0
T20120012134,1,3,60,2,2,1,1,0
T20120012196,3,3,50,1,1,1,1,1
T20120012437,4,3,60,1,1,1,1,0
T20120012195,1,2,100,5,0,1,1,0
T20120012193,1,2,100,5,0,1,1,1
T20120012421,3,2,60,1,1,1,1,1
T20120012190,1,3,60,5,0,1,1,1
T20120012189,1,3,100,5,0,1,1,0
T20120012186,5,3,50,2,1,1,1,1
T20120012513,4,3,80,1,3,1,1,0
T20130013284,1,3,60,2,1,1,1,0
T20120013790,3,3,40,5,1,1,1,1
T20120012237,2,2,60,5,0,1,1,1
T20120012235,1,3,60,2,1,1,0,0
T20120012142,1,3,50,5,0,1,1,0
T20120012303,3,3,60,1,0,1,1,0
T20120012305,3,3,50,5,0,1,1,0
T20120012129,1,3,60,1,0,1,1,1
T20120012132,3,2,60,5,2,1,1,0
T20120013447,0,3,80,1,1,1,1,1
T20120012136,1,2,60,2,2,1,1,1
T20120014505,3,3,110,5,0,1,1,1
T20120012143,1,3,60,5,1,1,1,1
T20120012736,3,2,40,5,2,1,1,0
T20120012730,1,3,50,1,0,1,1,0
T20120012145,1,2,60,1,1,1,1,1
T20120012702,1,3,80,4,1,1,1,0
T20120012150,1,2,50,2,1,1,1,1
T20120012156,1,3,80,5,0,1,1,1
T20120012158,1,2,50,5,1,1,1,1
T20120012163,1,3,50,5,1,1,1,1
T20120013191,1,3,60,2,1,1,1,1
T20120012169,1,3,50,5,0,1,1,0
T20120012172,1,2,60,2,1,1,1,0
T20120012179,1,2,60,2,1,1,1,1
T20120013212,1,3,40,1,1,1,0,0
T20120012218,3,2,60,2,1,1,1,1
T20120012181,3,2,70,5,1,1,1,1
T20120012207,1,3,50,2,1,1,0,1
T20120012206,3,2,70,2,1,1,1,1
T20120012205,5,2,80,5,0,1,1,1
T20120012202,3,3,50,5,0,1,1,1
T20120012185,3,3,50,1,1,1,1,1
T20120012948,3,3,50,1,1,1,1,1
T20120012201,3,3,60,4,4,1,1,0
T20130000207,1,3,80,2,3,1,1,0
T20120018211,3,3,80,1,1,1,1,0
T20120012372,1,3,50,5,1,1,1,1
T20120012200,3,2,60,5,2,1,1,1
T20120012199,1,3,100,5,0,1,1,1
T20120012197,2,3,70,2,2,1,0,0
T20120012231,1,3,60,3,2,1,1,0
T20120012258,1,3,60,5,1,1,1,0
T20120012257,1,3,100,5,0,1,1,0
T20120012256,1,2,100,1,0,1,1,0
T20120012254,1,3,50,5,1,1,1,1
T20120012253,1,3,40,2,2,1,1,1
T20120012250,1,3,80,2,1,1,1,1
T20120012249,1,3,70,1,3,1,1,1
T20120012240,1,3,60,1,1,1,1,0
T20120012239,5,1,100,5,0,1,0,0
T20120012233,1,3,60,1,4,1,1,1
T20120012277,3,3,60,2,1,1,1,1
T20120012225,1,3,50,5,1,1,1,1
T20120012224,2,3,30,1,1,1,1,0
T20120012223,1,3,80,1,1,1,1,1
T20120012318,5,2,60,2,1,1,1,0
T20120012302,3,3,60,2,2,1,1,0
T20120012705,2,3,60,5,2,1,1,1
T20120012699,3,3,60,5,1,1,1,1
T20120012340,4,3,50,2,1,1,1,1
T20130002106,2,3,60,5,1,1,1,1
T20120012300,3,2,70,5,0,1,1,1
T20120012315,3,2,70,5,0,1,1,1
T20120012219,1,3,60,5,1,1,1,1
T20120012842,1,3,50,2,1,1,1,1
T20120012296,3,2,100,2,0,1,1,0
T20120012614,5,3,60,2,0,1,1,0
T20120012286,1,2,60,4,1,1,1,0
T20120013008,1,3,70,5,1,1,1,1
T20120019089,3,3,60,1,2,1,1,1
T20120012310,1,3,60,5,1,1,1,1
T20120012323,3,2,50,5,1,1,1,1
T20120012208,3,3,60,2,0,1,1,1
T20120012211,3,2,60,5,0,1,1,1
T20120012316,3,1,60,2,3,1,1,1
T20120012215,0,2,50,5,1,1,1,0
T20120012317,3,3,50,2,0,1,1,0
T20120012292,3,3,80,2,7,1,1,1
T20120012216,1,2,40,5,0,1,1,1
T20120012291,3,2,60,1,1,1,1,1
T20120013327,3,3,80,1,1,1,1,0
T20120012290,3,2,50,2,1,1,1,1
T20120012217,1,3,50,1,0,1,1,1
T20120012287,3,3,60,2,1,1,1,1
T20120012289,3,3,60,1,1,1,1,0
T20120012222,1,3,100,5,1,1,1,1
T20120012284,1,3,50,1,1,1,1,0
T20120012283,3,3,50,2,1,1,1,1
T20120012475,1,3,60,1,0,1,1,1
T20120012311,1,3,70,5,0,1,1,1
T20120012272,1,3,100,5,0,1,0,0
T20120016917,3,3,50,1,4,1,1,1
T20120012293,5,2,60,2,0,1,1,0
T20120012422,3,2,60,5,1,1,1,0
T20120012262,1,3,100,5,0,1,1,1
T20120012345,1,3,70,5,1,1,1,1
T20120017435,1,3,60,2,2,1,1,0
T20120012333,1,2,60,1,3,1,1,0
T20120012587,1,3,60,1,3,1,1,1
T20130000231,2,3,50,1,1,1,1,1
T20120012986,1,3,60,1,1,1,1,0
T20120012329,1,2,50,2,1,1,1,1
T20120012344,1,1,90,5,0,1,1,1
T20120012338,1,2,60,2,1,1,1,1
T20120012332,1,2,60,1,1,1,1,1
T20120012361,1,3,50,1,1,1,1,1
T20120012363,1,3,50,1,1,1,1,0
T20120012364,1,3,60,2,2,1,1,1
T20120012366,1,3,40,5,1,1,1,1
T20120012436,3,3,50,5,0,1,1,0
T20120012377,3,3,70,1,1,1,1,0
T20120012379,5,2,50,1,3,1,1,1
T20120019395,1,2,60,5,1,1,1,1
T20120012360,1,2,60,5,1,1,1,1
T20120012383,3,2,60,2,1,1,1,1
T20120012384,5,3,80,2,5,1,1,1
T20120017268,1,3,70,5,2,1,1,1
T20120012387,3,3,60,1,1,1,1,0
T20120012388,3,3,50,1,1,1,1,1
T20120012392,3,2,50,2,3,1,1,1
T20120012339,1,2,70,2,0,1,1,0
T20120012413,1,2,100,5,1,1,1,0
T20120012415,2,3,100,5,0,1,1,1
T20120017113,0,3,60,1,0,1,1,1
T20120012321,3,2,60,2,1,1,1,1
T20120015942,5,3,100,5,7,1,1,1
T20120013207,1,3,60,1,4,1,1,1
T20120012349,1,2,60,5,2,1,1,0
T20120012511,3,3,100,5,0,1,1,1
T20120012346,1,3,60,1,1,1,1,1
T20120012523,3,3,60,1,1,1,1,1
T20120012432,1,3,60,2,2,1,1,0
T20120012435,1,2,50,1,1,1,1,0
T20120025081,4,3,50,5,1,1,1,1
T20120012489,4,2,60,1,0,1,1,1
T20120012391,3,3,50,2,2,1,1,1
T20120012453,3,2,40,5,1,1,1,1
T20120012396,3,2,60,5,0,1,1,1
T20120012452,1,2,50,2,3,1,1,1
T20120012454,2,3,50,2,1,1,1,1
T20120012399,5,2,100,5,0,1,1,1
T20120012402,3,2,80,4,3,1,1,0
T20120012405,3,3,60,1,1,1,0,0
T20120013436,1,3,80,2,0,1,1,1
T20120012459,3,3,60,2,2,1,1,1
T20120012417,1,3,100,5,3,1,1,1
T20120012447,5,2,90,4,0,1,1,1
T20120012418,1,3,50,1,1,1,1,1
T20120012595,1,3,40,5,0,1,1,1
T20120012529,1,2,100,5,0,1,1,1
T20120012478,3,2,60,1,1,1,1,0
T20120012449,1,3,60,2,2,1,1,1
T20120028380,1,2,100,5,0,1,1,1
T20120012468,5,2,100,5,0,1,1,1
T20120012466,3,2,60,1,1,1,1,1
T20120012423,1,2,60,1,1,1,1,1
T20120012424,1,3,60,2,1,1,1,0
T20120012426,1,2,50,2,0,1,1,0
T20120012428,1,3,50,2,3,1,1,0
T20120012429,1,3,60,2,2,1,1,0
T20120012460,1,3,70,2,3,1,1,0
T20120012499,1,3,60,1,2,1,1,0
T20120012556,1,3,70,2,0,1,1,1
T20120012559,3,3,60,5,1,1,1,1
T20120012572,3,2,70,2,3,1,1,1
T20120012576,1,3,50,5,1,1,1,1
T20120015205,1,2,80,5,0,1,1,0
T20120012500,1,3,50,2,2,1,1,1
T20120015216,3,2,60,1,0,1,1,0
T20120012622,4,3,70,2,1,1,0,0
T20120015224,3,3,60,1,1,1,0,0
T20120012483,1,3,50,1,1,1,0,0
T20120012649,5,2,40,5,1,1,1,0
T20120012482,3,3,60,2,1,1,1,1
T20120012498,1,2,40,1,1,1,1,1
T20120012506,1,3,60,1,1,1,1,1
T20120012496,1,2,60,2,1,1,1,1
T20120012510,1,2,60,4,2,1,1,0
T20120012493,5,2,80,5,0,1,1,1
T20120013701,2,3,60,5,1,1,1,0
T20120012525,1,3,100,5,0,1,1,0
T20120012502,1,3,60,5,1,1,1,1
T20120012522,3,2,50,2,1,1,1,1
T20120015527,1,3,60,1,1,1,0,0
T20120012492,1,3,50,1,1,1,1,0
T20120012470,3,3,60,4,1,1,1,1
T20120012531,5,3,60,2,1,1,1,1
T20120012532,3,2,60,1,2,1,0,0
T20120012545,3,3,70,5,2,1,1,0
T20120012554,1,3,50,5,0,1,1,0
T20120012495,1,2,60,5,0,1,1,1
T20120012471,3,2,60,2,0,1,1,1
T20120012609,3,2,70,2,1,1,1,1
T20120012616,1,2,100,5,0,1,1,0
T20120012843,0,3,60,1,1,1,1,1
T20120012807,3,3,70,2,1,1,1,0
T20130009711,1,3,60,5,2,1,1,0
T20130017835,5,2,100,5,1,1,1,1
T20120013481,1,3,60,2,1,1,1,1
T20120012560,1,2,80,5,2,1,1,1
T20130000863,1,3,60,1,2,1,1,1
T20120012540,3,3,80,5,0,1,1,1
T20120012547,1,2,60,1,1,1,1,1
T20120012558,1,3,70,5,1,1,1,1
T20120012566,1,3,70,2,0,1,1,1
T20120012567,1,3,50,5,1,1,1,1
T20120012570,1,3,100,4,1,1,1,1
T20120012578,3,3,60,5,1,1,1,1
T20120012580,1,2,100,5,0,1,1,1
T20120012584,1,2,100,5,0,1,1,0
T20120013250,1,3,100,5,1,1,1,1
T20120012961,3,2,60,2,1,1,1,1
T20120012934,3,3,80,1,3,1,1,0
T20120012588,1,3,50,1,0,1,1,1
T20120012590,1,3,100,5,1,1,1,1
T20120012592,1,2,60,5,0,1,1,1
T20120012593,1,3,60,2,3,1,1,1
T20120012596,2,2,110,5,2,1,1,1
T20120012597,3,3,60,5,3,1,1,1
T20120012599,3,2,60,5,2,1,1,1
T20120012600,2,2,70,2,0,1,0,0
T20120012601,3,2,50,2,1,1,1,0
T20120012604,1,3,50,2,1,1,1,1
T20120012605,3,2,60,5,1,1,1,0
T20120012606,2,3,80,1,1,1,1,1
T20120012608,3,2,60,2,0,1,1,1
T20120012759,1,3,80,2,1,1,1,1
T20120012628,1,2,60,1,2,1,0,0
T20120012656,1,2,80,2,3,1,1,0
T20120012689,1,3,100,5,2,1,1,1
T20120012674,3,3,50,1,2,1,1,1
T20120017137,5,3,100,5,0,1,1,0
T20120013178,1,2,50,5,1,1,1,1
T20120012647,1,2,50,5,2,1,1,1
T20120012629,1,3,80,1,1,1,1,1
T20120012675,3,2,60,5,1,1,1,1
T20120012631,1,3,100,5,0,1,1,0
T20120012666,1,3,110,5,0,1,1,0
T20120012670,5,2,100,5,0,1,1,1
T20120017182,1,3,50,5,0,1,1,1
T20120012612,4,2,80,5,4,1,1,1
T20120012623,1,3,100,5,1,1,1,1
T20130000581,0,3,50,1,1,1,1,1
T20120012660,1,3,60,5,1,1,1,1
T20120012655,1,3,60,1,1,1,1,1
T20120012673,3,2,50,5,1,1,1,1
T20120012621,3,3,60,4,1,1,1,0
T20120012694,1,2,50,1,1,1,1,1
T20120013072,3,3,40,1,1,1,1,1
T20120012962,3,3,60,4,1,1,1,0
T20120012632,1,3,50,1,0,1,0,0
T20120012755,3,3,60,1,2,1,0,1
T20120012620,1,3,60,2,1,1,1,1
T20120012634,1,3,60,1,1,1,1,1
T20120012640,1,3,80,5,1,1,1,1
T20120012627,1,3,50,2,1,1,1,0
T20120012626,1,2,60,2,1,1,1,1
T20120012624,1,3,50,2,2,1,1,0
T20120014167,2,3,50,5,0,1,1,1
T20120012765,3,2,60,5,4,1,1,1
T20120018474,1,3,60,1,1,1,1,1
T20120014974,1,3,60,1,0,1,1,1
T20120015374,4,2,60,5,0,1,1,1
T20120013655,5,3,100,5,1,1,1,1
T20120013483,1,2,80,5,1,1,1,1
T20120022142,3,3,60,1,0,1,1,1
T20120012757,1,3,70,2,1,1,1,1
T20120015095,1,2,80,5,0,1,1,1
T20120012693,1,3,60,1,0,1,1,1
T20120012756,1,3,70,2,0,1,1,0
T20120012754,1,3,70,1,2,1,1,1
T20120012751,1,2,60,5,1,1,1,1
T20120012750,1,3,100,2,1,1,1,0
T20120012748,1,3,60,2,0,1,1,1
T20120012747,1,2,40,5,1,1,1,1
T20120012746,1,2,80,5,3,1,1,1
T20120012745,1,3,40,1,2,1,1,1
T20120012744,1,2,80,5,1,1,1,1
T20120013361,1,3,60,1,1,1,1,1
T20120012740,1,2,100,5,0,1,1,0
T20120012739,5,3,60,5,0,1,1,0
T20120012735,1,2,50,2,1,1,1,0
T20120012895,1,2,80,2,2,1,1,0
T20120012729,1,2,60,2,1,1,1,0
T20120017172,1,3,0,5,0,1,1,1
T20120012726,2,3,60,1,0,1,1,1
T20120012725,1,3,60,2,2,1,1,1
T20120012717,1,2,100,5,0,1,1,0
T20120012715,1,3,80,2,2,1,1,1
T20120012712,3,2,60,1,1,1,1,1
T20120012709,1,2,80,5,1,1,1,0
T20120012706,2,2,100,5,0,1,1,1
T20120013743,1,2,40,1,1,1,1,1
T20120012701,1,3,50,2,1,1,1,0
T20120012700,1,2,60,1,1,1,1,1
T20120012698,3,2,60,1,0,1,1,1
T20120012978,3,3,50,1,2,1,1,0
T20120012841,1,2,100,2,1,1,1,1
T20120012690,3,3,60,4,1,1,0,0
T20120012687,3,1,60,5,0,1,1,0
T20120013283,1,2,50,1,0,1,1,1
T20120014227,1,3,50,2,1,1,1,0
T20120014334,2,2,70,5,2,1,1,0
T20120012809,3,3,50,5,1,1,1,0
T20120012847,3,3,50,1,1,1,1,0
T20120012771,0,3,0,5,1,1,1,1
T20120012770,2,2,80,2,3,1,1,1
T20120012769,3,3,60,5,0,1,1,1
T20120012908,3,3,70,1,0,1,1,1
T20120012773,1,3,60,5,1,1,1,1
T20120012774,3,3,60,5,2,1,0,0
T20120016561,1,2,60,1,1,1,1,1
T20120012776,3,2,100,5,5,1,1,1
T20120012777,3,2,100,5,3,1,1,1
T20120012780,5,2,100,5,0,1,1,0
T20120012793,1,2,100,1,0,1,1,0
T20120012915,1,3,80,2,1,1,1,0
T20120014549,1,3,60,2,1,1,0,0
T20120012838,1,3,30,5,3,1,1,0
T20120012819,1,3,80,5,0,1,1,0
T20120012852,3,3,80,5,4,1,1,1
T20120012850,3,3,60,2,0,1,1,1
T20120012945,3,2,50,5,1,1,1,1
T20120012848,3,2,50,5,1,1,1,0
T20120012816,1,3,80,5,0,1,1,1
T20120012829,1,2,50,5,0,1,1,0
T20120012805,1,2,100,5,2,1,1,1
T20120013766,2,3,80,5,0,1,1,1
T20130014786,0,3,100,5,2,1,1,1
T20120021173,1,3,60,1,1,1,1,1
T20120014116,1,3,50,1,1,1,1,0
T20120012803,1,3,60,1,3,1,1,0
T20120017257,1,3,70,1,4,1,1,1
T20120012834,1,3,50,1,3,1,1,1
T20120015797,1,3,50,1,1,1,1,1
T20120012877,5,2,80,2,0,1,1,0
T20120012801,1,2,60,2,1,1,1,1
T20120012798,1,2,60,2,1,1,1,0
T20120012822,1,3,50,1,1,1,1,1
T20120013240,3,3,60,3,0,1,1,1
T20120012845,3,2,60,1,1,1,1,1
T20120012823,1,2,70,1,1,1,1,1
T20120012854,1,3,60,5,5,1,1,1
T20120012844,1,2,80,5,0,1,1,1
T20120012826,1,2,60,1,1,1,1,1
T20120012827,1,2,70,4,2,1,1,1
T20120013273,0,2,50,4,1,1,1,1
T20120012812,1,3,100,5,0,1,0,0
T20120012858,3,3,60,1,1,1,1,1
T20120012814,1,2,80,5,0,1,1,0
T20120012894,1,3,40,2,1,1,1,0
T20120012869,3,3,60,5,1,1,1,1
T20120012872,3,2,60,2,5,1,0,0
T20120012873,3,2,50,5,0,1,0,0
T20120012796,1,3,60,2,1,1,1,1
T20120012866,3,2,60,2,2,1,0,0
T20120015250,1,3,80,2,3,1,1,0
T20120012791,1,2,80,5,3,1,1,1
T20120012851,2,3,60,5,1,1,1,1
T20120014507,1,3,80,2,1,1,1,0
T20120012788,1,2,60,5,1,1,1,1
T20120012781,3,2,40,2,0,1,1,0
T20120014181,3,2,70,2,0,1,1,1
T20120012787,3,2,50,5,0,1,0,0
T20120012782,3,2,70,5,0,1,1,1
T20120012856,4,3,60,1,1,1,1,1
T20120012874,3,2,80,1,1,1,0,0
T20120012876,3,2,60,5,1,1,1,0
T20120012884,4,3,50,2,2,1,1,0
T20120012903,1,3,100,5,0,1,1,1
T20120012901,1,3,70,2,1,1,0,0
T20120012900,1,2,50,5,1,1,1,0
T20120013108,1,3,50,1,1,1,1,0
T20120012896,1,3,100,5,1,1,1,0
T20120012878,5,2,100,5,0,1,1,0
T20120013042,0,3,80,4,1,1,1,1
T20120017314,1,3,50,1,2,1,0,0
T20120015367,1,3,60,2,1,1,1,1
T20120018162,1,3,0,5,0,1,0,0
T20120013615,1,2,80,5,0,1,1,0
T20120012971,4,2,50,1,0,1,1,1
T20120012891,1,3,50,5,0,1,1,0
T20120013099,3,3,60,4,0,1,1,1
T20120015079,1,3,60,5,1,1,1,1
T20120014606,3,2,40,2,0,1,1,1
T20120015308,2,3,50,1,1,1,1,1
T20120015247,5,2,80,5,0,1,1,0
T20120012926,3,2,70,2,0,1,1,0
T20120012925,3,3,50,1,2,1,1,1
T20120012922,5,2,60,2,1,1,1,1
T20120012927,3,3,70,1,0,1,1,1
T20120012919,3,2,40,2,2,1,1,1
T20120012916,5,3,50,5,3,1,1,1
T20120012913,3,3,60,4,1,1,1,0
