ACCIDENT_NO,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN,TAKEN_HOSPITAL,MEDIAN_AGE_GROUP,DAY_OF_WEEK,NO_OF_VEHICLES,NO_PERSONS,AGG_LIGH_SURF_ATMOS_COND,VEHICLE_YEAR_MANUF,VEHICLE_FUEL_TYPE,VEHICLES_TARE_WEIGHT,AGG_ROAD_SURFACE_TYPE,CAUGHT_FIRE,HIGHEST_LEVEL_OF_DAMAGE
T20120007306,SERIOUS,80,5,0,1,2,1,1.0,26-39,3,1,1,1.0,2009,P,1758.0,1,2,0
T20120007307,OTHER,100,5,1,1,2,1,1.0,26-39,2,2,2,1.0,1997,D,5975.0,1,2,2
T20120007309,OTHER,70,5,1,1,2,1,1.0,17-25,3,1,2,1.0,2004,P,1438.0,1,2,3
T20120007311,OTHER,70,1,1,1,2,1,1.0,17-25,3,2,2,1.0,2000,P,1395.0,1,2,1
T20120007312,OTHER,60,5,1,1,2,1,0.0,26-39,4,2,2,1.0,2009,P,1357.0,1,2,1
T20120007314,OTHER,60,2,0,1,2,0,1.0,26-39,3,2,2,1.0,2001,P,1455.0,1,2,1
T20120007317,OTHER,50,2,1,1,2,1,1.0,26-39,3,2,2,1.0,1994,P,1370.0,1,2,0
T20120007324,OTHER,40,5,1,1,2,1,0.0,40-64,3,1,2,1.0,2005,P,1230.0,1,2,0
T20120007325,OTHER,100,5,1,1,2,0,1.0,65+,3,1,2,1.0,2006,P,1400.0,1,2,1
T20120007330,OTHER,50,2,1,1,2,1,1.0,26-39,3,1,2,1.0,2002,P,1350.0,1,2,0
T20120007336,OTHER,100,5,0,1,2,0,0.0,26-39,2,1,3,1.0,1997,P,1800.0,1,2,5
T20120007341,SERIOUS,100,5,0,1,1,0,1.0,26-39,3,1,2,2.0,1987,P,1250.0,1,2,4
T20120007347,OTHER,10,5,0,1,2,1,1.0,40-64,4,1,1,1.33,2004,P,1500.0,1,2,5
T20120007350,OTHER,70,1,2,1,1,0,0.0,40-64,3,2,3,0.67,1988,P,1270.0,1,2,1
T20120007351,SERIOUS,50,2,0,1,2,0,1.0,26-39,3,3,1,1.0,1993,P,1066.0,1,2,2
T20120007353,SERIOUS,100,4,0,1,2,0,1.0,40-64,4,1,1,0.67,2006,P,1526.0,1,2,1
T20120007358,SERIOUS,50,2,0,1,2,1,1.0,26-39,4,2,2,1.0,1992,P,1325.0,1,2,5
T20120007359,SERIOUS,100,5,1,1,2,0,1.0,17-25,4,2,2,2.33,2004,D,1674.0,1,2,0
T20120007363,FATAL,50,5,0,1,2,0,1.0,17-25,4,1,2,2.0,1992,P,1550.0,1,2,1
T20120007364,OTHER,60,5,1,1,2,0,1.0,40-64,5,2,2,1.0,1997,D,1532.0,2,2,2
T20120007365,OTHER,80,5,1,1,2,0,1.0,26-39,3,2,2,1.0,2002,M,1492.0,1,2,2
T20120007366,OTHER,70,5,4,1,2,0,1.0,26-39,5,5,5,1.0,2010,P,1509.0,1,2,2
T20120007367,OTHER,60,1,2,1,2,0,1.0,40-64,2,3,3,0.67,1999,D,1891.0,1,2,0
T20120007369,SERIOUS,100,5,0,1,2,1,1.0,17-25,4,1,1,1.0,2008,P,950.0,3,2,4
T20120007373,SERIOUS,60,2,1,1,2,0,0.0,17-25,4,2,2,1.0,2005,P,1465.0,1,2,3
T20120007374,OTHER,50,5,0,1,1,1,1.0,65+,4,1,1,1.0,2002,P,1628.0,1,2,3
T20120007378,OTHER,60,2,1,1,2,1,1.0,40-64,4,2,2,1.0,1993,D,1275.0,1,2,1
T20120007383,OTHER,60,1,1,1,2,1,0.0,40-64,4,2,2,1.33,2004,P,1231.0,1,2,2
T20120007384,OTHER,70,1,1,1,2,1,1.0,26-39,3,2,2,1.0,1999,P,500.0,1,2,1
T20120007387,OTHER,80,5,2,1,1,0,0.0,40-64,3,3,3,1.0,1993,P,1509.0,1,2,3
T20120007389,OTHER,50,2,1,1,2,1,0.0,26-39,3,2,2,1.0,1998,M,1215.0,1,2,3
T20120007390,OTHER,100,5,0,1,2,1,1.0,65+,4,1,1,1.0,2008,P,1526.0,1,2,1
T20120007392,OTHER,70,1,1,1,2,0,1.0,40-64,2,2,3,1.0,2002,P,1179.0,1,2,2
T20120007395,OTHER,100,5,0,1,2,0,1.0,40-64,4,1,1,1.0,2007,D,9520.0,1,2,3
T20120007397,OTHER,40,2,0,1,2,1,1.0,26-39,4,1,2,3.0,2007,P,1300.0,1,2,1
T20120007398,OTHER,70,1,5,1,2,0,1.0,17-25,4,3,7,1.0,1996,P,1400.0,1,2,4
T20120007401,OTHER,50,2,1,1,2,1,1.0,40-64,4,2,2,2.0,2006,D,1557.0,1,2,1
T20120007402,OTHER,50,2,2,1,2,1,0.0,26-39,4,2,3,1.0,1992,P,2100.0,1,2,0
T20120007407,OTHER,50,2,1,1,2,1,0.0,17-25,4,2,2,1.0,1994,P,1377.0,3,2,3
T20120007408,SERIOUS,70,1,2,1,2,0,1.0,17-25,4,2,5,1.0,1996,D,1580.0,1,2,3
T20120007410,OTHER,50,2,0,1,2,1,1.0,26-39,4,1,1,1.0,2007,P,1995.0,3,2,1
T20120007411,OTHER,60,2,1,1,1,1,1.0,65+,6,2,2,1.0,2007,P,1500.0,1,2,2
T20120007412,OTHER,80,5,4,1,1,1,0.0,40-64,4,3,6,1.0,2006,P,1518.0,1,2,3
T20120007413,OTHER,90,1,1,1,2,0,0.0,40-64,4,2,2,1.33,2000,P,1484.0,1,2,4
T20120007414,OTHER,100,5,2,1,2,1,0.0,17-25,4,3,3,1.0,1995,P,3746.0,1,2,4
T20120007415,OTHER,80,5,0,1,2,0,1.0,26-39,3,1,1,1.33,1993,P,0.0,1,2,2
T20120007416,SERIOUS,50,5,2,1,1,1,1.0,17-25,4,1,3,1.0,2007,P,1568.0,1,2,1
T20120007419,OTHER,40,5,0,1,2,1,1.0,26-39,4,1,1,1.0,2001,P,900.0,1,2,3
T20120007425,OTHER,60,2,1,1,1,1,1.0,26-39,4,2,2,1.67,1989,P,1028.0,1,2,3
T20120007426,OTHER,60,5,2,1,2,1,1.0,26-39,4,1,3,1.67,2008,P,995.0,1,2,1
T20120007427,SERIOUS,100,5,1,1,1,1,1.0,40-64,4,2,3,1.0,1993,P,1488.0,1,2,1
T20120007429,SERIOUS,50,4,1,1,1,0,1.0,40-64,4,1,2,1.0,2008,P,1520.0,1,2,0
T20120007430,FATAL,80,5,1,1,2,0,1.0,17-25,4,2,2,1.0,1996,P,4300.0,1,2,4
T20120007431,OTHER,50,1,2,1,2,1,0.0,40-64,4,2,3,2.0,1988,P,925.0,1,2,3
T20120007432,OTHER,70,1,1,1,2,0,1.0,40-64,7,2,2,2.0,2006,D,1363.0,1,2,1
T20120007436,OTHER,60,2,1,1,2,1,0.0,17-25,5,2,3,1.67,2004,P,1150.0,1,2,3
T20120007438,OTHER,50,5,1,1,1,0,1.0,17-25,7,3,2,0.67,2004,P,1315.0,1,2,2
T20120007439,OTHER,60,2,1,1,2,0,1.0,Under 16,5,2,2,1.0,1990,P,1125.0,1,2,2
T20120007441,OTHER,60,2,1,1,2,0,0.0,26-39,5,3,3,2.0,1989,P,1246.0,1,2,1
T20120007442,SERIOUS,80,1,1,1,2,1,1.0,26-39,5,2,2,1.33,2001,D,6342.0,1,2,2
T20120007443,OTHER,60,1,1,1,2,1,1.0,26-39,3,2,2,1.0,2001,D,1462.0,1,2,1
T20120007444,OTHER,70,2,2,1,2,0,1.0,26-39,5,2,3,1.0,2005,D,3474.0,1,2,4
T20120007449,OTHER,60,5,1,1,2,0,0.0,40-64,3,2,2,1.0,1988,D,1288.0,1,2,1
T20120007451,OTHER,70,1,1,1,1,1,0.0,17-25,4,2,2,0.67,2002,P,1607.0,1,2,1
T20120007453,OTHER,50,1,1,1,2,1,1.0,17-25,5,1,3,1.33,2006,P,1480.0,1,2,1
T20120007457,OTHER,80,2,1,1,1,1,1.0,Under 16,5,2,2,1.0,1993,P,1250.0,1,2,1
T20120007458,OTHER,60,2,1,1,1,0,0.0,17-25,5,2,3,0.67,1994,P,1630.0,1,2,2
T20120007464,SERIOUS,40,5,3,1,2,0,1.0,26-39,5,2,4,1.33,2001,P,1585.0,1,2,0
T20120007465,OTHER,100,5,0,1,2,1,1.0,17-25,5,1,1,2.33,1999,P,1700.0,1,2,4
T20120007466,OTHER,40,5,0,1,2,1,1.0,40-64,6,1,1,1.0,1998,P,1400.0,1,2,0
T20120007468,OTHER,60,5,1,1,2,0,1.0,40-64,5,1,2,1.0,2007,P,1665.0,1,2,0
T20120007471,SERIOUS,50,2,1,1,1,1,0.0,Under 16,5,1,2,1.0,2006,P,2095.0,1,2,0
T20120007475,SERIOUS,60,1,0,1,1,1,0.0,Under 16,2,1,1,1.0,2002,P,1590.0,1,2,4
T20120007481,OTHER,60,1,2,1,2,1,1.0,26-39,5,2,3,1.0,2003,P,1627.0,1,2,4
T20120007484,SERIOUS,60,5,1,1,2,1,1.0,26-39,5,2,2,1.0,1993,P,1150.0,1,2,1
T20120007490,OTHER,80,5,1,1,2,1,1.0,26-39,5,2,2,1.0,2006,P,1262.0,1,2,1
T20120007491,OTHER,80,5,1,1,2,1,1.0,40-64,4,2,2,1.33,1997,P,1480.0,1,2,4
T20120007494,OTHER,80,1,3,1,2,1,0.0,40-64,5,6,6,1.0,2006,P,1488.0,1,2,1
T20120007496,SERIOUS,100,5,1,1,2,0,1.0,40-64,5,2,2,1.0,1975,D,1325.0,1,2,1
T20120007499,OTHER,100,5,2,1,2,0,1.0,17-25,6,1,4,2.33,2010,P,1650.0,1,2,2
T20120007500,SERIOUS,100,1,1,1,1,0,1.0,Under 16,5,2,2,1.33,2003,P,1451.0,1,2,4
T20120007502,OTHER,60,3,0,1,2,0,1.0,40-64,5,2,2,1.67,2004,P,1477.0,1,2,3
T20120007504,SERIOUS,50,1,2,1,2,1,1.0,17-25,5,2,3,1.0,2003,P,1360.0,1,2,1
T20120007507,SERIOUS,60,5,0,1,1,1,0.0,Under 16,5,2,1,1.67,2001,P,1565.0,1,2,4
T20120007508,SERIOUS,60,2,0,1,1,0,1.0,Under 16,5,1,2,1.67,2000,M,1581.0,1,2,5
T20120007511,SERIOUS,60,5,1,1,2,1,1.0,40-64,6,2,2,1.67,2005,P,1392.0,1,2,0
T20120007513,OTHER,50,1,1,1,2,0,0.0,17-25,6,2,2,1.0,2001,P,1597.0,1,2,1
T20120007514,OTHER,100,2,2,1,1,0,1.0,40-64,6,2,3,2.0,2002,D,6302.0,1,2,2
T20120007516,SERIOUS,60,2,1,1,2,0,1.0,17-25,5,2,4,1.0,1995,P,1270.0,1,2,4
T20120007518,SERIOUS,50,2,1,1,2,1,0.0,26-39,6,2,2,1.0,1998,D,1280.0,1,2,1
T20120007522,OTHER,60,1,3,1,1,1,0.0,40-64,6,2,4,1.0,2004,D,1632.0,1,2,3
T20120007524,OTHER,50,1,1,1,1,1,0.0,Under 16,6,2,2,1.0,1997,P,1025.0,1,2,3
T20120007529,FATAL,50,5,3,1,2,0,0.0,17-25,5,1,4,1.67,2002,P,1800.0,1,2,2
T20120007531,OTHER,60,5,1,1,1,1,1.0,40-64,5,2,2,1.0,2009,P,1355.0,1,2,2
T20120007535,OTHER,60,2,0,1,2,1,1.0,40-64,6,2,1,2.33,1995,P,1546.0,1,2,1
T20120007536,SERIOUS,100,5,1,1,2,0,1.0,40-64,5,2,2,2.33,1993,P,1236.0,1,2,2
T20120007537,OTHER,110,5,0,1,2,1,0.0,40-64,6,1,1,0.67,1999,P,1300.0,1,2,3
T20120007539,OTHER,100,2,1,1,2,1,1.0,40-64,5,2,2,1.33,1999,P,2040.0,1,2,1
T20120007540,OTHER,50,1,1,1,1,0,0.0,17-25,4,2,2,1.33,1990,P,1300.0,1,2,4
T20120007541,OTHER,50,5,0,1,2,1,1.0,Under 16,6,2,1,0.67,1994,P,1150.0,1,2,4
T20120007542,OTHER,50,1,1,1,2,1,1.0,65+,6,2,3,1.0,2008,P,1511.0,1,2,4
T20120007544,OTHER,50,5,3,1,2,0,1.0,65+,2,4,5,1.0,1986,P,1496.0,1,2,1
T20120007545,SERIOUS,80,5,0,1,2,1,0.0,17-25,5,1,1,1.0,2011,P,1505.0,3,2,1
T20120007546,OTHER,100,5,1,1,2,1,0.0,17-25,6,3,3,1.0,2003,P,1583.0,1,2,4
T20120007547,SERIOUS,100,1,1,1,1,0,1.0,26-39,6,2,2,1.0,1987,P,1553.0,1,2,1
T20120007548,SERIOUS,60,5,3,1,2,1,0.0,65+,6,2,4,1.0,2004,D,955.0,1,2,2
T20120007551,OTHER,50,5,1,1,2,1,1.0,26-39,6,2,2,1.0,2006,P,1697.0,1,2,0
T20120007552,OTHER,40,2,1,1,2,1,1.0,26-39,6,1,2,1.0,2006,D,1895.0,1,2,0
T20120007553,SERIOUS,80,5,2,1,2,0,1.0,17-25,6,3,3,1.0,2007,D,4478.0,1,2,4
T20120007555,OTHER,40,1,0,1,2,0,0.0,26-39,6,2,2,1.33,1993,D,1626.0,1,2,0
T20120007557,OTHER,50,1,0,1,2,1,1.0,26-39,6,2,2,1.0,2001,G,1450.0,1,2,4
T20120007558,SERIOUS,60,2,1,1,2,1,0.0,26-39,5,2,2,1.0,1999,P,0.0,1,2,0
T20120007565,OTHER,50,5,1,1,2,1,1.0,40-64,6,2,2,1.67,2000,P,905.0,1,2,1
T20120007567,OTHER,50,5,1,1,2,0,0.0,Under 16,6,1,2,1.0,1991,P,950.0,1,2,0
T20120007569,SERIOUS,60,2,1,1,2,1,1.0,40-64,6,2,2,1.33,1999,P,1517.0,1,2,1
T20120007572,SERIOUS,100,5,0,1,1,1,0.0,Under 16,4,1,1,2.67,1989,D,1450.0,1,2,4
T20120007577,OTHER,60,2,1,1,2,1,0.0,26-39,6,2,2,1.0,1988,P,1080.0,1,2,1
T20120007578,SERIOUS,70,5,4,1,2,1,1.0,26-39,6,4,5,1.33,1989,D,1491.0,1,2,2
T20120007580,SERIOUS,60,2,0,1,2,1,1.0,17-25,4,2,2,1.0,2000,P,1442.0,1,2,5
T20120007582,OTHER,60,5,1,1,2,1,0.0,26-39,5,2,2,1.0,2002,P,1378.0,1,2,3
T20120007583,OTHER,100,5,0,1,2,1,0.0,26-39,6,1,1,1.0,2001,P,1300.0,1,2,2
T20120007585,OTHER,60,5,1,1,2,1,1.0,65+,6,5,3,1.33,1984,P,1339.0,1,2,2
T20120007588,SERIOUS,100,2,2,1,2,0,0.0,26-39,6,3,4,0.67,1997,P,1263.0,1,2,3
T20120007589,SERIOUS,60,1,1,1,1,1,1.0,Under 16,6,2,2,1.67,2000,D,1497.0,1,2,3
T20120007592,SERIOUS,70,2,1,1,2,0,1.0,17-25,6,2,3,1.67,1989,P,1285.0,1,2,5
T20120007593,SERIOUS,50,5,1,1,1,1,0.0,26-39,6,2,2,1.67,1999,P,1242.0,1,2,4
T20120007594,SERIOUS,100,5,0,1,2,1,0.0,40-64,6,1,1,2.33,1999,P,1950.0,3,2,5
T20120007595,OTHER,50,2,1,1,2,1,1.0,17-25,6,1,2,1.0,2000,P,1015.0,1,2,1
T20120007596,OTHER,60,5,3,1,2,1,0.0,26-39,6,2,4,1.33,2006,P,1310.0,1,2,2
T20120007597,OTHER,60,2,1,1,2,0,0.0,40-64,6,1,2,1.0,1997,P,1480.0,1,2,1
T20120007600,SERIOUS,100,5,0,1,2,0,1.0,40-64,6,1,2,1.67,2005,P,1650.0,1,2,3
T20120007602,SERIOUS,100,5,0,1,2,0,1.0,17-25,5,1,1,2.33,1992,D,1520.0,1,2,5
T20120007603,SERIOUS,110,5,1,1,2,0,0.0,40-64,6,2,2,3.0,1998,P,4460.0,1,2,3
T20120007606,SERIOUS,60,4,4,1,2,1,0.0,17-25,7,2,5,1.67,2007,P,1377.0,1,2,3
T20120007607,OTHER,50,4,3,1,2,1,1.0,40-64,7,2,4,1.33,2009,P,1531.0,1,2,0
T20120007609,OTHER,60,1,0,1,2,0,0.0,40-64,7,2,3,3.33,1993,P,1375.0,1,2,4
T20120007610,OTHER,70,1,0,1,1,1,1.0,Under 16,7,2,2,2.0,2008,M,1362.0,1,2,5
T20120007611,FATAL,100,5,0,1,2,1,1.0,40-64,7,1,1,2.0,1991,P,1560.0,1,2,5
T20120007612,SERIOUS,60,2,1,1,2,1,0.0,40-64,7,1,2,1.67,2007,P,2148.0,1,2,5
T20120007613,OTHER,60,5,0,1,2,1,1.0,17-25,7,1,1,1.67,2006,P,1100.0,1,2,5
T20120007615,OTHER,60,1,1,1,2,0,0.0,65+,6,2,2,1.0,1991,P,1152.0,1,2,2
T20120007616,OTHER,60,5,1,1,2,1,1.0,17-25,7,1,3,1.67,1992,P,1334.0,1,2,5
T20120007617,OTHER,50,5,1,1,2,0,1.0,17-25,4,2,2,1.0,1995,P,1500.0,1,2,0
T20120007623,OTHER,60,2,1,1,2,0,1.0,40-64,7,2,2,1.33,1993,P,1127.0,1,2,1
T20120007624,SERIOUS,70,2,0,1,2,1,1.0,17-25,7,2,2,1.0,2004,D,2792.0,1,2,1
T20120007626,OTHER,50,5,1,1,2,1,1.0,65+,6,1,2,1.33,2004,P,950.0,1,2,0
T20120007627,OTHER,70,5,1,1,2,0,0.0,17-25,7,2,3,2.0,2008,D,1768.0,1,2,2
T20120007628,OTHER,50,5,1,1,2,1,1.0,26-39,7,2,2,1.0,1996,P,1400.0,1,2,2
T20120007629,OTHER,100,5,0,1,2,1,1.0,40-64,7,1,1,1.0,2008,P,1486.0,1,2,3
T20120007630,OTHER,90,2,1,1,2,1,0.0,26-39,7,2,2,0.67,2003,P,1582.0,1,2,2
T20120007631,SERIOUS,100,5,0,1,2,0,0.0,26-39,4,1,1,2.67,2004,P,1400.0,3,2,3
T20120007632,OTHER,80,1,3,1,2,1,0.0,65+,7,2,4,1.0,1996,P,1250.0,1,2,3
T20120007633,SERIOUS,90,2,3,1,2,1,1.0,26-39,7,2,5,1.0,2006,P,1519.0,1,2,2
T20120007636,SERIOUS,60,1,1,1,1,1,0.0,65+,7,2,2,1.0,1999,P,775.0,1,2,2
T20120007637,OTHER,60,5,2,1,1,0,1.0,17-25,3,2,3,0.67,1996,P,1345.0,1,2,1
T20120007642,SERIOUS,80,1,1,1,1,0,0.0,17-25,7,2,2,1.33,2006,P,1275.0,1,2,2
T20120007646,SERIOUS,60,5,1,1,2,1,1.0,40-64,7,2,2,1.0,2006,M,1400.0,1,2,0
T20120007647,SERIOUS,80,5,2,1,2,1,0.0,17-25,3,3,4,1.0,1997,P,1573.0,1,2,5
T20120007649,SERIOUS,80,5,7,1,1,0,1.0,17-25,7,7,12,1.33,1993,P,1389.0,1,2,3
T20120007654,FATAL,80,5,0,1,2,0,0.0,26-39,3,1,1,2.33,2002,P,1450.0,1,2,5
T20120007657,SERIOUS,70,1,1,1,2,1,1.0,17-25,6,1,2,2.0,2000,P,1500.0,1,2,1
T20120007658,OTHER,50,2,1,1,2,1,1.0,17-25,7,2,2,1.0,1990,M,1250.0,1,2,1
T20120007659,OTHER,40,1,1,1,2,0,0.0,26-39,7,2,2,1.0,2001,P,1225.0,1,2,1
T20120007660,SERIOUS,70,5,1,1,2,1,1.0,17-25,7,2,2,1.0,2002,P,1219.0,1,2,2
T20120007665,SERIOUS,100,5,0,1,2,1,1.0,26-39,7,1,1,1.0,2008,P,1100.0,1,2,1
T20120007666,OTHER,60,5,1,1,2,1,1.0,17-25,7,2,2,1.33,1998,P,6995.0,1,2,1
T20120007673,SERIOUS,80,5,0,1,1,0,0.0,26-39,7,1,1,2.33,2001,P,758.0,1,2,5
T20120007676,SERIOUS,60,5,2,1,2,0,1.0,65+,7,3,3,1.67,1997,P,1273.0,1,2,0
T20120007682,SERIOUS,100,5,0,1,2,1,0.0,17-25,7,1,1,2.33,1991,P,1000.0,1,2,5
T20120007684,SERIOUS,80,5,0,1,2,1,1.0,40-64,7,1,1,2.33,2007,G,1680.0,1,2,5
T20120007685,OTHER,50,2,0,1,2,1,1.0,26-39,7,1,1,1.67,1990,P,1500.0,1,2,5
T20120007687,SERIOUS,80,4,1,1,1,0,1.0,26-39,1,2,3,1.67,1994,P,1100.0,1,2,5
T20120007689,OTHER,50,2,1,1,1,1,1.0,Under 16,1,1,2,1.67,2008,M,1648.0,1,2,0
T20120007690,OTHER,80,2,3,1,2,1,1.0,17-25,1,1,4,2.33,2009,P,1650.0,1,2,4
T20120007695,SERIOUS,100,5,0,1,2,0,1.0,26-39,1,1,1,2.67,1993,P,1250.0,1,2,5
T20120007696,SERIOUS,60,5,0,1,2,1,0.0,26-39,1,2,2,2.33,1981,P,1275.0,1,2,4
T20120007700,OTHER,60,2,1,1,1,1,0.0,26-39,1,2,2,0.67,1990,P,1237.0,1,2,1
T20120007704,OTHER,60,5,1,1,2,1,0.0,65+,1,1,2,1.0,2010,D,1740.0,1,2,1
T20120007706,OTHER,100,2,2,1,1,1,1.0,Under 16,1,2,4,1.0,2005,P,1175.0,1,2,4
T20120007707,SERIOUS,50,5,0,1,2,0,1.0,17-25,1,1,3,2.33,2009,P,1535.0,1,2,5
T20120007709,OTHER,100,5,0,1,2,1,1.0,65+,1,1,1,2.33,1998,P,1565.0,1,2,5
T20120007710,SERIOUS,60,1,2,1,2,0,1.0,26-39,1,2,4,1.33,1995,G,1622.0,1,2,4
T20120007711,OTHER,50,1,0,1,2,1,1.0,26-39,1,1,1,1.33,2001,P,1450.0,1,2,3
T20120007712,OTHER,100,1,1,1,2,1,1.0,17-25,4,2,3,1.0,2003,M,1212.0,1,2,5
T20120007715,SERIOUS,100,5,0,1,2,0,1.0,17-25,1,1,1,1.0,1992,P,1500.0,1,2,3
T20120007717,OTHER,50,1,2,1,2,0,0.0,40-64,1,1,3,1.0,2009,P,1500.0,1,2,0
T20120007720,OTHER,50,1,1,1,2,1,0.0,26-39,3,2,2,0.67,1999,G,725.0,1,2,0
T20120007721,SERIOUS,70,5,5,1,2,0,1.0,65+,1,2,6,1.0,1990,M,1725.0,1,2,1
T20120007722,SERIOUS,60,5,1,1,2,0,1.0,26-39,1,1,2,1.0,2011,P,1402.0,1,2,0
T20120007725,OTHER,40,1,2,1,2,0,0.0,40-64,1,3,3,1.0,2009,P,1424.0,1,2,3
T20120007726,SERIOUS,50,2,0,1,1,0,1.0,40-64,4,1,1,1.0,2003,P,1694.0,1,2,2
T20120007728,SERIOUS,80,5,0,1,2,0,1.0,26-39,1,2,5,1.33,2005,D,1470.0,1,2,5
T20120007729,SERIOUS,80,5,9,1,2,0,0.0,40-64,1,4,10,1.0,1986,P,1471.0,1,2,4
T20120007730,OTHER,80,1,1,1,2,1,0.0,65+,7,2,2,1.0,2005,D,1794.0,1,2,0
T20120007733,OTHER,60,1,0,1,2,1,1.0,40-64,1,1,1,1.0,1992,P,900.0,1,2,3
T20120007735,OTHER,100,5,0,1,2,0,1.0,40-64,5,1,1,2.33,2004,P,8760.0,1,1,5
T20120007736,SERIOUS,110,5,3,1,1,0,1.0,40-64,1,5,11,1.0,1997,D,1391.0,1,2,5
T20120007740,FATAL,80,5,2,1,2,1,0.0,26-39,1,4,5,1.33,1989,P,1645.0,1,2,3
T20120007745,FATAL,100,5,0,1,2,1,1.0,40-64,1,1,1,1.0,2007,P,1225.0,1,2,3
T20120007746,OTHER,60,5,1,1,2,0,1.0,17-25,1,2,2,1.33,2009,P,1549.0,1,2,1
T20120007749,SERIOUS,60,2,1,1,2,1,0.0,17-25,1,2,2,1.0,1993,P,1275.0,1,2,3
T20120007752,SERIOUS,60,2,0,1,2,1,1.0,65+,1,1,1,1.0,2009,P,1115.0,1,2,3
T20120007753,OTHER,60,1,3,1,2,1,1.0,40-64,1,2,4,1.33,2007,P,1447.0,1,2,1
T20120007754,SERIOUS,60,5,0,1,1,0,0.0,17-25,1,1,1,1.0,2009,P,1116.0,1,2,3
T20120007755,SERIOUS,110,5,0,1,2,0,1.0,40-64,1,1,1,1.0,1999,P,1450.0,1,2,3
T20120007761,OTHER,100,5,0,1,2,1,0.0,40-64,1,1,1,2.33,2007,P,1300.0,1,2,4
T20120007762,OTHER,50,4,1,1,2,0,0.0,40-64,5,2,2,1.0,1995,P,1366.0,1,2,1
T20120007767,SERIOUS,60,2,1,1,1,1,1.0,40-64,2,1,2,1.67,2000,P,1011.0,1,2,0
T20120007768,OTHER,100,5,0,1,2,0,1.0,17-25,1,2,2,1.0,1994,D,1775.0,1,2,1
T20120007771,OTHER,50,5,1,1,2,0,1.0,17-25,1,2,2,0.67,1993,P,1385.0,1,2,2
T20120007772,OTHER,50,1,1,1,2,1,0.0,65+,2,2,2,0.67,1998,P,1688.0,1,2,0
T20120007774,SERIOUS,100,5,0,1,1,1,0.0,65+,2,2,2,1.0,1999,P,1468.0,1,2,5
T20120007776,SERIOUS,50,1,3,1,2,1,1.0,26-39,2,2,4,1.0,2009,D,1818.0,1,2,2
T20120007779,OTHER,90,5,1,1,2,1,1.0,40-64,2,1,4,1.0,2004,P,1430.0,1,2,5
T20120007780,SERIOUS,100,1,0,1,1,0,0.0,40-64,2,1,1,1.0,1999,P,1050.0,1,2,4
T20120007781,OTHER,50,5,0,1,2,1,1.0,17-25,1,2,1,2.0,2002,P,1932.0,1,2,3
T20120007782,OTHER,50,2,1,1,1,0,1.0,40-64,2,2,2,1.0,2000,P,2465.0,1,2,2
T20120007784,OTHER,50,1,4,1,1,1,1.0,17-25,1,2,7,1.0,2003,G,1580.0,3,2,1
T20120007786,OTHER,90,5,2,1,2,1,0.0,40-64,2,3,3,1.0,2004,P,1681.0,1,2,0
T20120007788,OTHER,60,1,1,1,2,0,1.0,26-39,2,2,2,1.33,2002,P,1386.0,1,2,2
T20120007790,SERIOUS,100,5,1,1,2,1,0.0,17-25,2,2,2,1.0,1985,D,2862.0,1,2,0
T20120007791,OTHER,60,5,4,1,1,1,1.0,17-25,3,4,5,1.0,2003,P,1351.0,1,2,1
T20120007793,OTHER,60,5,1,1,2,0,1.0,40-64,7,2,2,1.33,1996,P,1140.0,1,2,3
T20120007795,OTHER,100,2,1,1,2,1,1.0,17-25,2,1,2,1.0,2011,D,1400.0,1,2,5
T20120007796,OTHER,60,2,1,1,1,0,1.0,17-25,2,1,2,1.0,2006,P,1665.0,1,2,0
T20120007797,OTHER,60,1,2,1,1,1,1.0,26-39,2,1,3,1.0,2010,P,1100.0,1,2,1
T20120007801,SERIOUS,60,5,0,1,2,0,1.0,65+,2,1,1,1.0,2001,P,1355.0,1,2,1
T20120007804,OTHER,60,1,1,1,2,1,1.0,40-64,2,2,2,1.0,1994,P,1014.0,1,2,3
T20120007805,SERIOUS,60,2,3,1,2,0,0.0,26-39,2,3,6,3.0,1994,P,1448.0,1,2,3
T20120007808,SERIOUS,80,2,1,1,1,0,0.0,Under 16,2,2,2,1.0,1997,M,1425.0,1,2,3
T20120007810,OTHER,50,5,1,1,2,0,0.0,26-39,2,2,2,1.0,2006,P,1291.0,1,2,1
T20120007812,SERIOUS,50,5,2,1,1,1,1.0,26-39,6,2,3,1.0,2005,M,1631.0,1,2,0
T20120007816,OTHER,70,2,1,1,2,1,1.0,26-39,1,2,2,1.67,1993,P,1500.0,1,2,4
T20120007818,OTHER,80,2,1,1,2,0,1.0,26-39,2,2,2,1.0,1997,P,1127.0,1,2,4
T20120007819,OTHER,60,2,4,1,2,1,1.0,17-25,2,3,5,1.0,2001,P,1499.0,1,2,4
T20120007820,OTHER,60,1,1,1,1,1,1.0,17-25,2,2,2,1.0,1994,M,1130.0,1,2,0
T20120007822,SERIOUS,60,5,1,1,1,1,0.0,26-39,2,2,2,1.0,2005,P,1564.0,1,2,0
